PubchemID,Cluster
135566316,238
11245700,239
46937062,239
21124461,239
680935,239
5287464,240
6102685,240
23653508,241
185915,241
46936690,241
135413547,242
131664,243
54892,243
2895,243
446313,243
177236,243
47953,244
5509,244
667639,244
656986,245
2162,245
444766,245
5326967,245
16113377,245
448752,246
4358,246
449245,246
135509075,247
3435,247
5226,247
5288573,247
448769,248
3356,248
4359,249
135444742,249
8333,249
46936846,249
46936665,250
445459,250
46936657,251
98487,252
7245,252
7558,252
40539,253
3085017,253
3035817,253
5287415,253
2608,253
46936746,253
6369389,254
46936485,255
2351,255
46936235,255
448326,255
46936901,255
5192,255
3606,255
71567,256
6306,256
2583,256
1400,256
11655511,256
446275,257
46936779,257
6102684,257
2218,258
151166,259
3423265,259
2119,259
5359,259
5983,259
5310966,259
39468,260
65028,260
4940,260
56339,260
37464,260
5904,261
3290,261
441140,261
3025,261
5878,261
2725,261
3537,261
3333,262
622262,262
447362,262
9871419,262
5152,263
5388962,263
5757,263
16681432,263
867,263
46936333,263
25111933,263
3042,264
31640,265
2826718,266
60164,267
6322,268
24776445,268
5282452,269
5502,270
5253,270
25295,271
448042,272
4347,272
6420159,272
3082654,272
46937165,273
4976,273
6914660,273
24882195,273
447360,274
445383,274
8076,274
446245,274
25113125,274
4369443,275
448969,275
135403816,275
5287610,275
193512,275
445480,275
25920890,276
5288867,276
11669698,277
446386,277
9994066,278
79124,278
449015,279
1836,279
149790,280
92727,280
23728517,280
688424,280
256737,281
3657,281
4162,281
6918296,281
2995,281
25113127,281
6323250,282
5326978,282
9819610,283
448295,283
6857711,283
691952,283
23722944,283
10397869,284
5248,284
91610,284
448955,284
24836815,285
10339710,286
17754162,286
4369285,286
445849,286
6852141,286
10180201,287
445501,287
11963557,288
18794,289
46936595,289
46936793,289
446758,289
5352135,289
9969613,290
5330608,290
6852165,290
447099,290
135566325,290
24808495,291
46937042,291
15991547,291
25113615,292
25113614,293
444894,294
199994,294
24812718,294
22297,295
137319710,295
444655,295
9869929,296
1369,296
25945,297
6336819,298
1433,298
697959,298
78607,298
4754,298
11963788,299
5289344,299
448294,300
4293,301
190,301
445154,302
447956,303
447315,303
5288557,303
1506,303
165339,304
54670067,304
46936718,304
448503,304
443600,304
444348,305
447450,305
46936447,305
46936854,305
167842,305
346926,305
2131,306
53276,306
3779,307
2337,307
121938,307
10113978,307
4369080,307
448763,307
3331,308
5503,309
3052,310
46936693,310
447834,310
16750106,310
6914613,310
5288190,310
4114,311
35370,312
104865,312
23629654,312
25113123,312
5819,313
36523,313
51263,313
65981,313
5459816,313
3964,314
10240,314
969472,315
5326566,315
439268,315
41744,316
5572,317
200136,318
4911,318
8275,319
6957673,319
3292,319
46936393,319
8617,319
46936685,319
41781,320
135398658,321
9750,321
864,321
6011,321
128419,321
444698,321
6400441,322
10482134,323
3339,323
24764430,324
448968,325
449162,325
5327066,326
11974440,326
44141871,327
10831270,328
60857,328
25210493,328
25210478,328
5119267,328
448167,329
92109,329
444107,330
16040281,330
46937099,331
11992146,332
444849,333
11790,334
41867,334
25138289,335
3062316,335
5288145,335
4369498,336
25011728,337
7060565,338
5761,338
44129621,338
180621,338
447766,339
24963047,340
444746,340
36688409,340
11711595,341
187,341
15953860,341
447734,341
446476,341
16058630,342
1613,342
25210273,343
3510,343
4506,343
5494411,343
5287452,343
6323178,344
6918456,345
6918248,346
21867154,346
135565230,346
398148,346
135413511,347
208898,348
446240,349
656917,350
60852,350
46936891,350
49,351
2334,351
2084,351
46936809,351
5289179,352
12717,352
445576,352
1176,352
46936832,352
6386,353
2554,353
5353370,354
124823,354
101616,354
195347,354
1682,355
16741275,355
46936655,356
446752,357
448749,357
46936573,358
12219,358
136254584,358
9860102,358
46936522,359
19861,359
10176161,360
446611,360
83242,360
444753,360
62358,360
67361,361
447048,362
449500,363
2478,363
4641,363
136122638,364
448991,364
8064,365
11171679,365
447536,366
5171,366
165879,367
136254575,367
1628,368
46936958,368
17754112,369
4470790,369
31275,369
92105,369
23994,370
3478,370
37393,370
46936861,370
2294,371
4440,371
6446,371
24180585,371
477468,372
2342,372
3198,373
5462340,373
5353356,373
5284585,373
73342,373
5665,374
5282219,374
4062,375
399618,375
11291932,375
9444,376
247839,376
137319713,376
16666,377
43815,377
444037,377
2541,378
5289320,378
446154,378
6010,378
12894,378
4044,379
46936352,379
4634038,379
2973,380
54766,380
5430,381
137349070,381
25419,382
4740,382
5336,382
3562,382
50294,383
446241,383
5816,384
82146,384
25077649,385
3162,385
4919,385
3005573,386
39186,386
4078,386
18381,387
3034034,387
6918107,387
5959,388
2732,389
447043,390
60654,390
134780,391
73425382,392
16220172,393
5339,393
449244,393
3777900,394
46936556,394
5492457,395
171833,396
3365,396
4369451,397
25021183,397
9896504,398
5326911,398
5289324,399
9952008,400
5287492,400
25058141,400
4122,401
5312804,401
82315,402
4635864,402
25229552,403
448297,403
42627755,403
9549217,403
11963546,404
4086,404
6995013,405
11809364,406
6914659,406
2740174,406
98614,406
5288525,407
2763754,408
23586154,408
24798721,409
44129601,409
448903,410
115069,410
4369435,411
5288033,412
3506204,412
2797541,413
8163,413
1757,414
